tnum,tweet,existence
5753,"Global warming? Great!: ""The threat from climate change is serious, it is urgent, and it is growing,"" President Ob... http://bit.ly/a3FWD0",Y
1602,Obama: China must act on climate change http://bit.ly/9a8mIJ,Y
3041,Astronaught posts beautiful pic of the Maldives from space http://twitpic.com/115sjc - islands set to sink due to impacts of #climate change,Y
3232,"@phraim definitely white picket, lol. man, this apocolyptic weather is not to be effed with. global warming? el ni_Ðo?",Y
4041,"Al Gore preached his climate change, he wanted us all 2 CARE, but after all was said & done, the evidence wasn't THERE #libpoems #tcot #sgp",N
4262,Washington DC takes a Snow Day!!! Global Warming? I don't think so! http://bit.ly/9w0SZn #IPCC #climate #climategate #p2 #tlot #tcot #jokes,N
4827,Global Warming Makes Trees Grow Faster http://bit.ly/aT4B32,Y
374,Study: SE Asia will be hit hard by climate change [link],Y
3536,"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",Y
4239,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y
1673,Dear Global Warming people: It is 52 degrees in S. CA on 4/23. Heat on. [contents of this message are copyrighted and property of author.],N
225,"rt @democracy_now ""Most Important Event in Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey [link]",Y
1308,"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. http://oohja.com/xb62Q",Y
1587,Ocean Saltiness Getting Weird À_ Blame Global Warming: IndyPosted (blog) A study conducted by scientists at Austral... http://bit.ly/cCQa1y,Y
5122,Positive Proof of Global Warming! [PIC]  http://tweetphoto.com/10483335,Y
327,"Climate Change culprit for ""Off-the-Charts"" Pollen Counts... [link]",Y
3095,:O  do you know any ways we can help stop global warming? global warming,Y
3676,"RT @glbarry: Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",Y
395,"If capitalism doesnÀ_t end climate change, climate change will end capitalism - #degrowth [link]",Y
778,Don Blankenship Calls Efforts On Mine Safety Regulation 'As Silly As Global Warming' [link],N
5703,"Gregory Unruh: Oven Dial or Light Switch: Carbon Lock-in and Abrupt Climate Change: Well over a decade ago, I bec... http://huff.to/auGUFY",Y
4342,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y
2460,RT @globalalert: 10 things you can do to reduce global warming _ http://migre.me/fU6k,Y
3715,RT @NathanWurtzel: I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.,N
122,Mountain Vs. Valley Temps Stretch Apart With Climate Change [link],Y
3285,How global warming makes bizzards WORSE! http://bit.ly/cLl6li #snowtorious #snowmageddon,Y
2726,"Climate Denial Crock of the Week: ""It's cold. So there's no Climate Change"" | WWF Climate Blog http://retwt.me/1LYKq (via @WWFUS)",Y
2093,#news Dissecting those 'Overpopulation' Numbers:  Part One ' Population Where?: Is global warming caused by too http://url4.eu/353hM,Y
5694,"Kerry climate change law could be the first step to getting a comprehensive, clean energy policy! http://tinyurl.com/y2ay9cs",Y
2131,E.P.A. Makes Its Case on Climate Change - Green Blog - NYTimes.com http://bit.ly/9QoabV #green #climate change #environment,Y
521,Earth Day report: climate change is endangering our health: [link],Y
2549,RT @OlipVia RT @ChiaLiciouss Global Warming kill us slowly :( panas gilaaa....,Y
624,"Green' cement made from rice may help tackle global warming|London, April 13 : With the increasing rise in the .. [link]",Y
2957,"HOW ABOUT ALL THAT SNOW IN THE WASHINGTON AREA ? HOW'S THAT ""GLOBAL WARMING"" WORKING OUT FOR YOU MR. AL GORE ?",N
4040,"Al Gore preached his climate change, he wanted us all 2 CARE, but after all was said & done, the evidence wasn't THERE #libpoems #tcot #sgp",N
380,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
1675,"@Cubachi you are so on target, Bullshit is even better than the climate change hoax & Gore /Climate change is bullshit #leadersdebate #fact",N
2421,Help make the Great Global Warming Blunder a Bestseller! It's currently ranked #28 on Amazon (#8 in Nonfiction)! http://bit.ly/9s5oaz,N
2072,Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' http://huff.to/as7elo,N
1380,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 30,Y
2239,"DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?: A thaw of ice caps in coming decades caused by g... http://huff.to/avcX6b",Y
2533,Organic agriculture: a guide to climate change and food security http://www.environmentportal.in/node/302789,Y
4238,Just had a near perfect shooting of an upcoming Greenpeace video about the global warming denyers.  Great work everyone!,Y
554,Volcanic ash cloud: Global warming may trigger more volcanoes [link],Y
2172,E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/beCmid,Y
4501,Is the Giant Squid Invasion due to Global Warming? - http://fwix.com/article/3_19cd7519b2,Y
1619,Climate change deadly? Scientists suspect global warming may be contributing to strange deaths of Arctic birds. http://tinyurl.com/yaqbeop,Y
3058,"The Global Climate: Yes, Its Still Warming stop global warming :) http://bit.ly/b2du4M",Y
344,reading from @time Allergies Worse Than Ever? Blame Global Warming [link],Y
367,Reinvent Cities to Stop Climate Change [link],Y
1629,"Clean Technology Industry Forecast is Strong Due to Global Warming Concerns ...: April 12, 2010 (MMD Newswire) -- ... http://bit.ly/bUSB2O",Y
5903,Theologian: 'Climate Change Is the Totalitarian's Dream Come True' @CNSNews_com http://ow.ly/1CiFw,N
4707,RT @disturbedwater: DC snowstorm: how global warming makes blizzards worse (via @TIME) http://bit.ly/aMGM77,Y
3739,The GOP really cannot grasp that snow in one state doesn't refute global climate change. Idiots: http://ow.ly/14oBf,Y
1579,"Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... http://lat.ms/adYnMi",Y
1918,"@madlyv really, wtf?!  global warming?  : )",N
4590,GayandRight: Global warming kills livestock in Mongolia....: Aid groups have described piles of dead animals and w... http://bit.ly/ddMOY0,Y
4070,@GovernAmerica You're bluffing. There is overwhelming consensus among climate scientists for the basic global warming narrative.,Y
424,Just signed an #earthday petition to take action on climate change via @rockthevote: [link],Y
3880,RT @huffingtonpostz Canada's Wolverine Population Declines As Result Of Climate Change http://is.gd/7GSpU &lt;- and lack of more X-Men sequels,Y
3669,India abandons UN's Intergovernmental Panel on Climate Change (IPCC) as untrustworthy http://bit.ly/abMsJt,N
3386,Our 'watchdog press' enabled the global warming hoax: http://bit.ly/b6LKba,N
261,RT @rubberstamprosk: RT @MotherJones: Yet another gift from global warming: increased allergy attacks [link],Y
1130,South Asian nations to fight climate change: Foreign ministers of eight South Asian nations met in this secluded H... http://bit.ly/cE3hoX,Y
1915,Los Angeles: A religious spin on climate change http://losangeles.cityandpress.com/news/2010/05/01/religious-spin-climate-change,Y
508,"The Key to Fixing Global Warming China | Magazine: It's late November 2009, and US energy secretary Steven Chu is ... [link]",Y
670,"Your Voice: The fraud of global warming: by Tim Michael Case, Tracy Since the early 1970s, our public school syste... [link]",N
3408,Snowmageddon' in DC and we still can't see global warming/weirding at work. Theologians call it 'willful blindness.' http://bit.ly/aK8oAG,Y
5019,Atmospheric carbon dioxide that is causing climate change is also negatively affecting the marine environment http://bit.ly/drW0Nu ^AB,Y
426,"Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming (""Keeping the debate honest,"" ... [link]",Y
3790,"@whpatterson because of climate change, of course. KIDDINGGGGGGGG",N
618,Global warming threatens Armenia by 2C higher temperature [link],Y
5210,"RT @blogdiva: RT @NavyNews: Global warming on Navy radar. ""New"" normal for the Arctic is to be not completely frozen. New normal? http://bit.ly/9uFZaj",Y
4937,Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW,Y
1892,RT @GClugo: RT @guardianscience Climate scientist sues newspaper for 'poisoning' global warming debate http://bit.ly/bk55t0 #p2 #tcot,Y
2281,New blog post about competing or complementary corporate financial disclosure rules for #climate change liability http://bit.ly/bRJNrY,Y
5870,RT @G_Lauricella: Is Climate Change Genocide? http://bit.ly/asmJGu,Y
3259,New on http://ekwire.com -- Hannity: Snow Storms 'Contradict Gore's Global Warming Theories' -- http://ow.ly/15SFQ,N
1546,"RT @WGofNYC Leader of National Indigenous Women's Org, ""Climate Change is Not Just abt the Climate, its abt R Lives"" bit.ly/9GdzRw",Y
5195,Predicting future climate change through sediments http://bit.ly/b27X1s #science #research,Y
160,"Global warming is a threat, after all|Tim Blair rounds up the latest news from the wild frontiers of global .. [link]",Y
3539,@DavidCornDC Another DC snowstorm? Where's the global warming?,N
1265,"RT @EcoSteward: This #EcoMonday, @InvasiveNotes discussion of climate change and invasive species recommended: http://bit.ly/a0re9B",Y
1569,Reinvent Cities to Stop Climate Change | Green Living Ideas  http://bit.ly/cpFCze #cities #climate #eco,Y
2303,"@climatecentral's Ben Strauss: ""We are inviting the planet to humble us"" via climate change, other enviro ills. http://huff.to/dbitCD",Y
1463,Filmmaker Travels The Globe To Find People Fighting Climate Change ... http://bit.ly/bgM3w5,Y
3642,The power is out. This is fun. At least I have beer. Global warming=fail.,N
33,the scientific community was scamed by global green  gov warming scam.,N
4285,"@Lisa_Michele Yeah, it's not like Global Warming is real or anything. How does one justify something FAKE?",N
381,Demand Congress take action on climate change. Pls sign the petition. [link],Y
1131,"Climate change increases heat waves, floods|WASHINGTON (Reuters) - Deaths from heat waves, property damage from .. http://oohja.com/xbNDn",Y
1637,"Climate change affects subterranean ecosystems|Changes above the ground, such as a higher concentration of carbon .. http://oohja.com/xc5Mz",Y
4552,Check this out - the cost of climate change: http://www.nrdcactionfund.org/thisisourmoment/?p=1281&c=349598&s=762984&l=81599,Y
2565,RT @gb_Joe: The tolerant left: deny climate change and you'd be guilty of a crime against peace http://bit.ly/aFfkez,Y
400,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
8,Southern Africa: Competing for Limpopo Water: Climate change will bring higher temperatures to Southe... [link],Y
4242,"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",Y
169,"Bats, Birds and Lizards Can Fight Climate Change By Eating Insects: Birds, bats and lizards may play an important... [link]",Y
4512,Climate Change Watch India: Air Pollution Control http://bit.ly/dB2A9L,Y
469,#California taking the lead on #climate change: [link],Y
2114,At the #PEN talk on climate at Met. @Revkin offers a useful note of realism. Climate change is in our heads-and we need to change our heads,N
1580,Why cleaner air could speed global warming http://lat.ms/cCps7Q,Y
136,Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show]:  Toward the end of Wor... [link],Y
3516,"@syancyfox5  now its 14""-20 FML i sorry but I htink im going team Plain global warming does not exist",N
1377,"If capitalism doesnÀ_t end climate change, climate change will end capitalism - #degrowth http://bit.ly/afdSTy",Y
1382,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 31,Y
3065,Climate change has high costs and very distributed benefits,Y
2550,"what a hot &humid summer we r running through.please minimise the effects of global warming,get us rid from abnormal weather change.",Y
1979,Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of conscious actions t... http://huff.to/a3OCsr,Y
